phenotype,property,value
http://purl.obolibrary.org/obo/HP_0003722,http://www.w3.org/2000/01/rdf-schema#label,Neck flexor weakness
http://purl.obolibrary.org/obo/HP_0010547,http://www.w3.org/2000/01/rdf-schema#label,Muscle flaccidity
http://purl.obolibrary.org/obo/HP_0003752,http://www.w3.org/2000/01/rdf-schema#label,Episodic flaccid weakness
http://purl.obolibrary.org/obo/HP_0003327,http://www.w3.org/2000/01/rdf-schema#label,Axial muscle weakness
http://purl.obolibrary.org/obo/HP_0009113,http://www.w3.org/2000/01/rdf-schema#label,Diaphragmatic weakness
http://purl.obolibrary.org/obo/HP_0003704,http://www.w3.org/2000/01/rdf-schema#label,Scapuloperoneal weakness
http://purl.obolibrary.org/obo/HP_0031372,http://www.w3.org/2000/01/rdf-schema#label,Cold paresis
http://purl.obolibrary.org/obo/HP_0009023,http://www.w3.org/2000/01/rdf-schema#label,Abdominal wall muscle weakness
http://purl.obolibrary.org/obo/HP_0030664,http://www.w3.org/2000/01/rdf-schema#label,Beevor's sign
http://purl.obolibrary.org/obo/HP_0003323,http://www.w3.org/2000/01/rdf-schema#label,Progressive muscle weakness
http://purl.obolibrary.org/obo/HP_0040172,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of occipitofrontalis muscle
http://purl.obolibrary.org/obo/HP_0031374,http://www.w3.org/2000/01/rdf-schema#label,Ankle weakness
http://purl.obolibrary.org/obo/HP_0003552,http://www.w3.org/2000/01/rdf-schema#label,Muscle stiffness
http://purl.obolibrary.org/obo/HP_0008967,http://www.w3.org/2000/01/rdf-schema#label,Exercise-induced muscle stiffness
http://purl.obolibrary.org/obo/HP_0003800,http://www.w3.org/2000/01/rdf-schema#label,Muscle abnormality related to mitochondrial dysfunction
http://purl.obolibrary.org/obo/HP_0003548,http://www.w3.org/2000/01/rdf-schema#label,Subsarcolemmal accumulations of abnormally shaped mitochondria
http://purl.obolibrary.org/obo/HP_0003688,http://www.w3.org/2000/01/rdf-schema#label,Cytochrome C oxidase-negative muscle fibers
http://purl.obolibrary.org/obo/HP_0003737,http://www.w3.org/2000/01/rdf-schema#label,Mitochondrial myopathy
http://purl.obolibrary.org/obo/HP_0009069,http://www.w3.org/2000/01/rdf-schema#label,Lethal infantile mitochondrial myopathy
http://purl.obolibrary.org/obo/HP_0009141,http://www.w3.org/2000/01/rdf-schema#label,Depletion of mitochondrial DNA in muscle tissue
http://purl.obolibrary.org/obo/HP_0003689,http://www.w3.org/2000/01/rdf-schema#label,Multiple mitochondrial DNA deletions
http://purl.obolibrary.org/obo/HP_0003394,http://www.w3.org/2000/01/rdf-schema#label,Muscle spasm
http://purl.obolibrary.org/obo/HP_0003710,http://www.w3.org/2000/01/rdf-schema#label,Exercise-induced muscle cramps
http://purl.obolibrary.org/obo/HP_0008991,http://www.w3.org/2000/01/rdf-schema#label,Exercise-induced leg cramps
http://purl.obolibrary.org/obo/HP_0003449,http://www.w3.org/2000/01/rdf-schema#label,Cold-induced muscle cramps
http://purl.obolibrary.org/obo/HP_0003435,http://www.w3.org/2000/01/rdf-schema#label,Cold-induced hand cramps
http://purl.obolibrary.org/obo/HP_0011964,http://www.w3.org/2000/01/rdf-schema#label,Intermittent painful muscle spasms
http://purl.obolibrary.org/obo/HP_0031989,http://www.w3.org/2000/01/rdf-schema#label,Perioral spasm
http://purl.obolibrary.org/obo/HP_0003750,http://www.w3.org/2000/01/rdf-schema#label,Increased muscle fatiguability
http://purl.obolibrary.org/obo/HP_0009020,http://www.w3.org/2000/01/rdf-schema#label,Exercise-induced muscle fatigue
http://purl.obolibrary.org/obo/HP_0001281,http://www.w3.org/2000/01/rdf-schema#label,Tetany
http://purl.obolibrary.org/obo/HP_0003559,http://www.w3.org/2000/01/rdf-schema#label,Muscle hyperirritability
http://purl.obolibrary.org/obo/HP_0000478,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the eye
http://purl.obolibrary.org/obo/HP_0012373,http://www.w3.org/2000/01/rdf-schema#label,Abnormal eye physiology
http://purl.obolibrary.org/obo/HP_0000496,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of eye movement
http://purl.obolibrary.org/obo/HP_0000617,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of ocular smooth pursuit
http://purl.obolibrary.org/obo/HP_0007772,http://www.w3.org/2000/01/rdf-schema#label,Impaired smooth pursuit
http://purl.obolibrary.org/obo/HP_0001151,http://www.w3.org/2000/01/rdf-schema#label,Impaired horizontal smooth pursuit
http://purl.obolibrary.org/obo/HP_0007179,http://www.w3.org/2000/01/rdf-schema#label,Absent smooth pursuit
http://purl.obolibrary.org/obo/HP_0001152,http://www.w3.org/2000/01/rdf-schema#label,Saccadic smooth pursuit
http://purl.obolibrary.org/obo/HP_0007944,http://www.w3.org/2000/01/rdf-schema#label,Intermittent microsaccadic pursuits
http://purl.obolibrary.org/obo/HP_0007792,http://www.w3.org/2000/01/rdf-schema#label,Microsaccadic pursuit
http://purl.obolibrary.org/obo/HP_0008003,http://www.w3.org/2000/01/rdf-schema#label,Jerky ocular pursuit movements
http://purl.obolibrary.org/obo/HP_0007668,http://www.w3.org/2000/01/rdf-schema#label,Impaired pursuit initiation and maintenance
http://purl.obolibrary.org/obo/HP_0000570,http://www.w3.org/2000/01/rdf-schema#label,Abnormal saccadic eye movements
http://purl.obolibrary.org/obo/HP_0032104,http://www.w3.org/2000/01/rdf-schema#label,Saccadic oscillation
http://purl.obolibrary.org/obo/HP_0010543,http://www.w3.org/2000/01/rdf-schema#label,Opsoclonus
http://purl.obolibrary.org/obo/HP_0032105,http://www.w3.org/2000/01/rdf-schema#label,Macrosaccadic oscillations
http://purl.obolibrary.org/obo/HP_0031931,http://www.w3.org/2000/01/rdf-schema#label,Ocular flutter
http://purl.obolibrary.org/obo/HP_0000641,http://www.w3.org/2000/01/rdf-schema#label,Dysmetric saccades
http://purl.obolibrary.org/obo/HP_0032014,http://www.w3.org/2000/01/rdf-schema#label,Dysmetric vertical saccades
http://purl.obolibrary.org/obo/HP_0032015,http://www.w3.org/2000/01/rdf-schema#label,Dysmetric horizontal saccades
http://purl.obolibrary.org/obo/HP_0007338,http://www.w3.org/2000/01/rdf-schema#label,Hypermetric saccades
http://purl.obolibrary.org/obo/HP_0032013,http://www.w3.org/2000/01/rdf-schema#label,Hypermetric horizontal saccades
http://purl.obolibrary.org/obo/HP_0031832,http://www.w3.org/2000/01/rdf-schema#label,Hypermetric downward saccades
http://purl.obolibrary.org/obo/HP_0000514,http://www.w3.org/2000/01/rdf-schema#label,Slow saccadic eye movements
http://purl.obolibrary.org/obo/HP_0007885,http://www.w3.org/2000/01/rdf-schema#label,Slowed horizontal saccades
http://purl.obolibrary.org/obo/HP_0032114,http://www.w3.org/2000/01/rdf-schema#label,Saccadic intrusion
http://purl.obolibrary.org/obo/HP_0025402,http://www.w3.org/2000/01/rdf-schema#label,Square-wave jerks
http://purl.obolibrary.org/obo/HP_0032116,http://www.w3.org/2000/01/rdf-schema#label,Macrosquare-wave jerks
http://purl.obolibrary.org/obo/HP_0000571,http://www.w3.org/2000/01/rdf-schema#label,Hypometric saccades
http://purl.obolibrary.org/obo/HP_0007975,http://www.w3.org/2000/01/rdf-schema#label,Hypometric horizontal saccades
http://purl.obolibrary.org/obo/HP_0031833,http://www.w3.org/2000/01/rdf-schema#label,Hypometric upward saccades
http://purl.obolibrary.org/obo/HP_0025518,http://www.w3.org/2000/01/rdf-schema#label,Visual gaze preference
http://purl.obolibrary.org/obo/HP_0012547,http://www.w3.org/2000/01/rdf-schema#label,Abnormal involuntary eye movements
http://purl.obolibrary.org/obo/HP_0000639,http://www.w3.org/2000/01/rdf-schema#label,Nystagmus
http://purl.obolibrary.org/obo/HP_0000666,http://www.w3.org/2000/01/rdf-schema#label,Horizontal nystagmus
http://purl.obolibrary.org/obo/HP_0008026,http://www.w3.org/2000/01/rdf-schema#label,Horizontal opticokinetic nystagmus
http://purl.obolibrary.org/obo/HP_0007979,http://www.w3.org/2000/01/rdf-schema#label,Gaze-evoked horizontal nystagmus
http://purl.obolibrary.org/obo/HP_0007811,http://www.w3.org/2000/01/rdf-schema#label,Horizontal pendular nystagmus
http://purl.obolibrary.org/obo/HP_0007859,http://www.w3.org/2000/01/rdf-schema#label,Congenital horizontal nystagmus
http://purl.obolibrary.org/obo/HP_0007286,http://www.w3.org/2000/01/rdf-schema#label,Horizontal jerk nystagmus
http://purl.obolibrary.org/obo/HP_0007747,http://www.w3.org/2000/01/rdf-schema#label,Monocular horizontal nystagmus
http://purl.obolibrary.org/obo/HP_0030691,http://www.w3.org/2000/01/rdf-schema#label,Divergence nystagmus
http://purl.obolibrary.org/obo/HP_0001361,http://www.w3.org/2000/01/rdf-schema#label,Nystagmus-induced head nodding
http://purl.obolibrary.org/obo/HP_0006934,http://www.w3.org/2000/01/rdf-schema#label,Congenital nystagmus
http://purl.obolibrary.org/obo/HP_0000640,http://www.w3.org/2000/01/rdf-schema#label,Gaze-evoked nystagmus
http://purl.obolibrary.org/obo/HP_0010544,http://www.w3.org/2000/01/rdf-schema#label,Vertical nystagmus
http://purl.obolibrary.org/obo/HP_0011477,http://www.w3.org/2000/01/rdf-schema#label,Upbeat nystagmus
http://purl.obolibrary.org/obo/HP_0010545,http://www.w3.org/2000/01/rdf-schema#label,Downbeat nystagmus
http://purl.obolibrary.org/obo/HP_0001583,http://www.w3.org/2000/01/rdf-schema#label,Rotary nystagmus
http://purl.obolibrary.org/obo/HP_0012043,http://www.w3.org/2000/01/rdf-schema#label,Pendular nystagmus
http://purl.obolibrary.org/obo/HP_0012044,http://www.w3.org/2000/01/rdf-schema#label,Seesaw nystagmus
http://purl.obolibrary.org/obo/HP_0010533,http://www.w3.org/2000/01/rdf-schema#label,Spasmus nutans
http://purl.obolibrary.org/obo/HP_0007738,http://www.w3.org/2000/01/rdf-schema#label,Uncontrolled eye movements
http://purl.obolibrary.org/obo/HP_0007295,http://www.w3.org/2000/01/rdf-schema#label,Chaotic rapid conjugate ocular movements
http://purl.obolibrary.org/obo/HP_0007704,http://www.w3.org/2000/01/rdf-schema#label,Paroxysmal involuntary eye movements
http://purl.obolibrary.org/obo/HP_0000597,http://www.w3.org/2000/01/rdf-schema#label,Ophthalmoparesis
http://purl.obolibrary.org/obo/HP_0000602,http://www.w3.org/2000/01/rdf-schema#label,Ophthalmoplegia
http://purl.obolibrary.org/obo/HP_0007824,http://www.w3.org/2000/01/rdf-schema#label,Total ophthalmoplegia
http://purl.obolibrary.org/obo/HP_0000544,http://www.w3.org/2000/01/rdf-schema#label,External ophthalmoplegia
http://purl.obolibrary.org/obo/HP_0007831,http://www.w3.org/2000/01/rdf-schema#label,Nonprogressive restrictive external ophthalmoplegia
http://purl.obolibrary.org/obo/HP_0000590,http://www.w3.org/2000/01/rdf-schema#label,Progressive external ophthalmoplegia
http://purl.obolibrary.org/obo/HP_0007936,http://www.w3.org/2000/01/rdf-schema#label,Restrictive external ophthalmoplegia
http://purl.obolibrary.org/obo/HP_0007867,http://www.w3.org/2000/01/rdf-schema#label,Restrictive partial external ophthalmoplegia
http://purl.obolibrary.org/obo/HP_0007250,http://www.w3.org/2000/01/rdf-schema#label,Recurrent external ophthalmoplegia
http://purl.obolibrary.org/obo/HP_0000623,http://www.w3.org/2000/01/rdf-schema#label,Supranuclear ophthalmoplegia
http://purl.obolibrary.org/obo/HP_0007942,http://www.w3.org/2000/01/rdf-schema#label,Internal ophthalmoplegia
http://purl.obolibrary.org/obo/HP_0030773,http://www.w3.org/2000/01/rdf-schema#label,Internuclear ophthalmoplegia
http://purl.obolibrary.org/obo/HP_0007650,http://www.w3.org/2000/01/rdf-schema#label,Progressive ophthalmoplegia
http://purl.obolibrary.org/obo/HP_0012470,http://www.w3.org/2000/01/rdf-schema#label,Setting-sun eye phenomenon
http://purl.obolibrary.org/obo/HP_0008507,http://www.w3.org/2000/01/rdf-schema#label,Static ophthalmoparesis
http://purl.obolibrary.org/obo/HP_0007715,http://www.w3.org/2000/01/rdf-schema#label,Weak extraocular muscles
http://purl.obolibrary.org/obo/HP_0000542,http://www.w3.org/2000/01/rdf-schema#label,Impaired ocular adduction
http://purl.obolibrary.org/obo/HP_0011347,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of ocular abduction
http://purl.obolibrary.org/obo/HP_0000497,http://www.w3.org/2000/01/rdf-schema#label,Globe retraction and deviation on abduction
http://purl.obolibrary.org/obo/HP_0000634,http://www.w3.org/2000/01/rdf-schema#label,Impaired ocular abduction
http://purl.obolibrary.org/obo/HP_0000549,http://www.w3.org/2000/01/rdf-schema#label,Abnormal conjugate eye movement
http://purl.obolibrary.org/obo/HP_0000619,http://www.w3.org/2000/01/rdf-schema#label,Impaired convergence
http://purl.obolibrary.org/obo/HP_0000486,http://www.w3.org/2000/01/rdf-schema#label,Strabismus
http://purl.obolibrary.org/obo/HP_0020049,http://www.w3.org/2000/01/rdf-schema#label,Exodeviation
http://purl.obolibrary.org/obo/HP_0025313,http://www.w3.org/2000/01/rdf-schema#label,Exophoria
http://purl.obolibrary.org/obo/HP_0000577,http://www.w3.org/2000/01/rdf-schema#label,Exotropia
http://purl.obolibrary.org/obo/HP_0031717,http://www.w3.org/2000/01/rdf-schema#label,Alternating exotropia
http://purl.obolibrary.org/obo/HP_0031713,http://www.w3.org/2000/01/rdf-schema#label,Constant exotropia
http://purl.obolibrary.org/obo/HP_0032009,http://www.w3.org/2000/01/rdf-schema#label,Infantile constant exotropia
http://purl.obolibrary.org/obo/HP_0032010,http://www.w3.org/2000/01/rdf-schema#label,Basic constant exotropia
http://purl.obolibrary.org/obo/HP_0031715,http://www.w3.org/2000/01/rdf-schema#label,Near exotropia
http://purl.obolibrary.org/obo/HP_0031718,http://www.w3.org/2000/01/rdf-schema#label,Consecutive exotropia
http://purl.obolibrary.org/obo/HP_0031714,http://www.w3.org/2000/01/rdf-schema#label,Distance exotropia
http://purl.obolibrary.org/obo/HP_0031719,http://www.w3.org/2000/01/rdf-schema#label,True distance exotropia
http://purl.obolibrary.org/obo/HP_0031720,http://www.w3.org/2000/01/rdf-schema#label,Simulated distance exotropia
http://purl.obolibrary.org/obo/HP_0031716,http://www.w3.org/2000/01/rdf-schema#label,Cyclic exotropia
http://purl.obolibrary.org/obo/HP_0031721,http://www.w3.org/2000/01/rdf-schema#label,Sensory exotropia
http://purl.obolibrary.org/obo/HP_0032011,http://www.w3.org/2000/01/rdf-schema#label,Heterophoria
http://purl.obolibrary.org/obo/HP_0031725,http://www.w3.org/2000/01/rdf-schema#label,Hypophoria
http://purl.obolibrary.org/obo/HP_0500079,http://www.w3.org/2000/01/rdf-schema#label,Alternating hypophoria
http://purl.obolibrary.org/obo/HP_0025312,http://www.w3.org/2000/01/rdf-schema#label,Esophoria
http://purl.obolibrary.org/obo/HP_0025585,http://www.w3.org/2000/01/rdf-schema#label,Hyperphoria
http://purl.obolibrary.org/obo/HP_0500077,http://www.w3.org/2000/01/rdf-schema#label,Alternating hyperphoria
http://purl.obolibrary.org/obo/HP_0031777,http://www.w3.org/2000/01/rdf-schema#label,Cyclophoria
http://purl.obolibrary.org/obo/HP_0031778,http://www.w3.org/2000/01/rdf-schema#label,Incyclophoria
http://purl.obolibrary.org/obo/HP_0031779,http://www.w3.org/2000/01/rdf-schema#label,Excyclophoria
http://purl.obolibrary.org/obo/HP_0020045,http://www.w3.org/2000/01/rdf-schema#label,Esodeviation
http://purl.obolibrary.org/obo/HP_0000565,http://www.w3.org/2000/01/rdf-schema#label,Esotropia
http://purl.obolibrary.org/obo/HP_0001137,http://www.w3.org/2000/01/rdf-schema#label,Alternating esotropia
http://purl.obolibrary.org/obo/HP_0031760,http://www.w3.org/2000/01/rdf-schema#label,Non-accomodative esotropia
http://purl.obolibrary.org/obo/HP_0031762,http://www.w3.org/2000/01/rdf-schema#label,Distance esotropia
http://purl.obolibrary.org/obo/HP_0031759,http://www.w3.org/2000/01/rdf-schema#label,Basic constant esotropia
http://purl.obolibrary.org/obo/HP_0031761,http://www.w3.org/2000/01/rdf-schema#label,Infantile constant esotropia
http://purl.obolibrary.org/obo/HP_0031763,http://www.w3.org/2000/01/rdf-schema#label,Cyclic esotropia
http://purl.obolibrary.org/obo/HP_0031722,http://www.w3.org/2000/01/rdf-schema#label,Near esotropia
http://purl.obolibrary.org/obo/HP_0020046,http://www.w3.org/2000/01/rdf-schema#label,Accommodative esotropia
http://purl.obolibrary.org/obo/HP_0031764,http://www.w3.org/2000/01/rdf-schema#label,Fully accomodative esotropia
http://purl.obolibrary.org/obo/HP_0031766,http://www.w3.org/2000/01/rdf-schema#label,Convergence excess esotropia
http://purl.obolibrary.org/obo/HP_0031765,http://www.w3.org/2000/01/rdf-schema#label,Partially accomodative esotropia
http://purl.obolibrary.org/obo/HP_0031723,http://www.w3.org/2000/01/rdf-schema#label,Secondary esotropia
http://purl.obolibrary.org/obo/HP_0031767,http://www.w3.org/2000/01/rdf-schema#label,Consecutive esotropia
http://purl.obolibrary.org/obo/HP_0025068,http://www.w3.org/2000/01/rdf-schema#label,Incomitant strabismus
http://purl.obolibrary.org/obo/HP_0020043,http://www.w3.org/2000/01/rdf-schema#label,Vertical incomitant strabismus
http://purl.obolibrary.org/obo/HP_0009921,http://www.w3.org/2000/01/rdf-schema#label,Duane anomaly
http://purl.obolibrary.org/obo/HP_0020042,http://www.w3.org/2000/01/rdf-schema#label,Double depressor palsy
http://purl.obolibrary.org/obo/HP_0020041,http://www.w3.org/2000/01/rdf-schema#label,Double elevator palsy
http://purl.obolibrary.org/obo/HP_0031622,http://www.w3.org/2000/01/rdf-schema#label,Brown anomaly
http://purl.obolibrary.org/obo/HP_0020044,http://www.w3.org/2000/01/rdf-schema#label,Horizontal incomitant strabismus
http://purl.obolibrary.org/obo/HP_0025587,http://www.w3.org/2000/01/rdf-schema#label,Hyperdeviation
http://purl.obolibrary.org/obo/HP_0025586,http://www.w3.org/2000/01/rdf-schema#label,Hypertropia
http://purl.obolibrary.org/obo/HP_0500076,http://www.w3.org/2000/01/rdf-schema#label,Alternating hypertropia
http://purl.obolibrary.org/obo/HP_0025069,http://www.w3.org/2000/01/rdf-schema#label,Concomitant strabismus
http://purl.obolibrary.org/obo/HP_0032012,http://www.w3.org/2000/01/rdf-schema#label,Heterotropia
http://purl.obolibrary.org/obo/HP_0025584,http://www.w3.org/2000/01/rdf-schema#label,Hypotropia
http://purl.obolibrary.org/obo/HP_0500078,http://www.w3.org/2000/01/rdf-schema#label,Alternating hypotropia
http://purl.obolibrary.org/obo/HP_0031776,http://www.w3.org/2000/01/rdf-schema#label,Cyclotropia
http://purl.obolibrary.org/obo/HP_0031726,http://www.w3.org/2000/01/rdf-schema#label,Incyclotropia
http://purl.obolibrary.org/obo/HP_0031727,http://www.w3.org/2000/01/rdf-schema#label,Excyclotropia
http://purl.obolibrary.org/obo/HP_0031724,http://www.w3.org/2000/01/rdf-schema#label,Microtropia
http://purl.obolibrary.org/obo/HP_0031782,http://www.w3.org/2000/01/rdf-schema#label,Microtropia without identity
http://purl.obolibrary.org/obo/HP_0031781,http://www.w3.org/2000/01/rdf-schema#label,Microtropia with identity
http://purl.obolibrary.org/obo/HP_0010877,http://www.w3.org/2000/01/rdf-schema#label,Monocular strabismus
http://purl.obolibrary.org/obo/HP_0025588,http://www.w3.org/2000/01/rdf-schema#label,Hypodeviation
http://purl.obolibrary.org/obo/HP_0025589,http://www.w3.org/2000/01/rdf-schema#label,Cyclodeviation
http://purl.obolibrary.org/obo/HP_0031775,http://www.w3.org/2000/01/rdf-schema#label,Neurogenic strabismus
http://purl.obolibrary.org/obo/HP_0000605,http://www.w3.org/2000/01/rdf-schema#label,Supranuclear gaze palsy
http://purl.obolibrary.org/obo/HP_0007817,http://www.w3.org/2000/01/rdf-schema#label,Horizontal supranuclear gaze palsy
http://purl.obolibrary.org/obo/HP_0000511,http://www.w3.org/2000/01/rdf-schema#label,Vertical supranuclear gaze palsy
http://purl.obolibrary.org/obo/HP_0025330,http://www.w3.org/2000/01/rdf-schema#label,Downgaze palsy
http://purl.obolibrary.org/obo/HP_0025331,http://www.w3.org/2000/01/rdf-schema#label,Upgaze palsy
http://purl.obolibrary.org/obo/HP_0031705,http://www.w3.org/2000/01/rdf-schema#label,Compensatory head posture
http://purl.obolibrary.org/obo/HP_0031706,http://www.w3.org/2000/01/rdf-schema#label,Compensatory chin depression
http://purl.obolibrary.org/obo/HP_0031707,http://www.w3.org/2000/01/rdf-schema#label,Compensatory face turn to the right
http://purl.obolibrary.org/obo/HP_0031708,http://www.w3.org/2000/01/rdf-schema#label,Compensatory face turn to the left
http://purl.obolibrary.org/obo/HP_0031709,http://www.w3.org/2000/01/rdf-schema#label,Compensatory head tilt to the right shoulder
http://purl.obolibrary.org/obo/HP_0031710,http://www.w3.org/2000/01/rdf-schema#label,Compensatory head tilt to the left shoulder
http://purl.obolibrary.org/obo/HP_0001477,http://www.w3.org/2000/01/rdf-schema#label,Compensatory chin elevation
http://purl.obolibrary.org/obo/HP_0500073,http://www.w3.org/2000/01/rdf-schema#label,Abnormal ocular alignment
http://purl.obolibrary.org/obo/HP_0500074,http://www.w3.org/2000/01/rdf-schema#label,Dissociated vertical deviation
http://purl.obolibrary.org/obo/HP_0500075,http://www.w3.org/2000/01/rdf-schema#label,Dissociated horizontal deviation
http://purl.obolibrary.org/obo/HP_0007941,http://www.w3.org/2000/01/rdf-schema#label,Limited extraocular movements
http://purl.obolibrary.org/obo/HP_0025186,http://www.w3.org/2000/01/rdf-schema#label,Marcus Gunn jaw winking synkinesis
http://purl.obolibrary.org/obo/HP_0025404,http://www.w3.org/2000/01/rdf-schema#label,Abnormal visual fixation
http://purl.obolibrary.org/obo/HP_0025549,http://www.w3.org/2000/01/rdf-schema#label,Eccentric visual fixation
http://purl.obolibrary.org/obo/HP_0031768,http://www.w3.org/2000/01/rdf-schema#label,Parafoveal fixation
http://purl.obolibrary.org/obo/HP_0031769,http://www.w3.org/2000/01/rdf-schema#label,Peripheral fixation
http://purl.obolibrary.org/obo/HP_0500072,http://www.w3.org/2000/01/rdf-schema#label,Absolute eccentric fixation
http://purl.obolibrary.org/obo/HP_0025405,http://www.w3.org/2000/01/rdf-schema#label,Visual fixation instability
http://purl.obolibrary.org/obo/HP_0012632,http://www.w3.org/2000/01/rdf-schema#label,Abnormal intraocular pressure
http://purl.obolibrary.org/obo/HP_0032547,http://www.w3.org/2000/01/rdf-schema#label,Low intraocular pressure
http://purl.obolibrary.org/obo/HP_0012633,http://www.w3.org/2000/01/rdf-schema#label,Asymmetry of intraocular pressure
http://purl.obolibrary.org/obo/HP_0007906,http://www.w3.org/2000/01/rdf-schema#label,Ocular hypertension
http://purl.obolibrary.org/obo/HP_0000508,http://www.w3.org/2000/01/rdf-schema#label,Ptosis
http://purl.obolibrary.org/obo/HP_0007838,http://www.w3.org/2000/01/rdf-schema#label,Progressive ptosis
http://purl.obolibrary.org/obo/HP_0007687,http://www.w3.org/2000/01/rdf-schema#label,Unilateral ptosis
http://purl.obolibrary.org/obo/HP_0001488,http://www.w3.org/2000/01/rdf-schema#label,Bilateral ptosis
http://purl.obolibrary.org/obo/HP_0007911,http://www.w3.org/2000/01/rdf-schema#label,Congenital bilateral ptosis
http://purl.obolibrary.org/obo/HP_0007970,http://www.w3.org/2000/01/rdf-schema#label,Congenital ptosis
http://purl.obolibrary.org/obo/HP_0000539,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of refraction
http://purl.obolibrary.org/obo/HP_0000483,http://www.w3.org/2000/01/rdf-schema#label,Astigmatism
http://purl.obolibrary.org/obo/HP_0500041,http://www.w3.org/2000/01/rdf-schema#label,Myopic astigmatism
http://purl.obolibrary.org/obo/HP_0025612,http://www.w3.org/2000/01/rdf-schema#label,Corneal astigmatism
http://purl.obolibrary.org/obo/HP_0031788,http://www.w3.org/2000/01/rdf-schema#label,With the rule astigmatism
http://purl.obolibrary.org/obo/HP_0000484,http://www.w3.org/2000/01/rdf-schema#label,Hyperopic astigmatism
http://purl.obolibrary.org/obo/HP_0031787,http://www.w3.org/2000/01/rdf-schema#label,Oblique astigmatism
http://purl.obolibrary.org/obo/HP_0031790,http://www.w3.org/2000/01/rdf-schema#label,Mixed astigmatism
http://purl.obolibrary.org/obo/HP_0031789,http://www.w3.org/2000/01/rdf-schema#label,Against the rule astigmatism
http://purl.obolibrary.org/obo/HP_0031791,http://www.w3.org/2000/01/rdf-schema#label,Lenticular astigmatism
http://purl.obolibrary.org/obo/HP_0031792,http://www.w3.org/2000/01/rdf-schema#label,Irregular astigmatism
http://purl.obolibrary.org/obo/HP_0000540,http://www.w3.org/2000/01/rdf-schema#label,Hypermetropia
http://purl.obolibrary.org/obo/HP_0008499,http://www.w3.org/2000/01/rdf-schema#label,High hypermetropia
http://purl.obolibrary.org/obo/HP_0500042,http://www.w3.org/2000/01/rdf-schema#label,Latent hypermetropia
http://purl.obolibrary.org/obo/HP_0031728,http://www.w3.org/2000/01/rdf-schema#label,Mild hypermetropia
http://purl.obolibrary.org/obo/HP_0031729,http://www.w3.org/2000/01/rdf-schema#label,Moderate hypermetropia
http://purl.obolibrary.org/obo/HP_0000545,http://www.w3.org/2000/01/rdf-schema#label,Myopia
http://purl.obolibrary.org/obo/HP_0031730,http://www.w3.org/2000/01/rdf-schema#label,Axial myopia
http://purl.obolibrary.org/obo/HP_0025573,http://www.w3.org/2000/01/rdf-schema#label,Mild myopia
http://purl.obolibrary.org/obo/HP_0011003,http://www.w3.org/2000/01/rdf-schema#label,High myopia
http://purl.obolibrary.org/obo/HP_0500066,http://www.w3.org/2000/01/rdf-schema#label,Latent myopia
http://purl.obolibrary.org/obo/HP_0031624,http://www.w3.org/2000/01/rdf-schema#label,Moderate myopia
http://purl.obolibrary.org/obo/HP_0012803,http://www.w3.org/2000/01/rdf-schema#label,Anisometropia
http://purl.obolibrary.org/obo/HP_0030453,http://www.w3.org/2000/01/rdf-schema#label,Abnormal visual electrophysiology
http://purl.obolibrary.org/obo/HP_0000649,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of visual evoked potentials
http://purl.obolibrary.org/obo/HP_0007928,http://www.w3.org/2000/01/rdf-schema#label,Abnormal flash visual evoked potentials
http://purl.obolibrary.org/obo/HP_0030462,http://www.w3.org/2000/01/rdf-schema#label,Abnormal amplitude of flash visual evoked potentials
http://purl.obolibrary.org/obo/HP_0008045,http://www.w3.org/2000/01/rdf-schema#label,Enlarged flash visual evoked potentials
http://purl.obolibrary.org/obo/HP_0030461,http://www.w3.org/2000/01/rdf-schema#label,Abnormal timing of flash visual evoked potentials
http://purl.obolibrary.org/obo/HP_0030463,http://www.w3.org/2000/01/rdf-schema#label,Asymmetrical distribution of flash visual evoked potentials
http://purl.obolibrary.org/obo/HP_0030455,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of pattern visual evoked potentials
http://purl.obolibrary.org/obo/HP_0100289,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of pattern reversal visual evoked potentials
http://purl.obolibrary.org/obo/HP_0000650,http://www.w3.org/2000/01/rdf-schema#label,Abnormal amplitude of pattern reversal visual evoked potentials
http://purl.obolibrary.org/obo/HP_0030460,http://www.w3.org/2000/01/rdf-schema#label,Abnormal timing of pattern reversal visual evoked potentials
http://purl.obolibrary.org/obo/HP_0030464,http://www.w3.org/2000/01/rdf-schema#label,Asymmetrical distribution of pattern reversal visual evoked potentials
http://purl.obolibrary.org/obo/HP_0030456,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of pattern onset/offset visual evoked potentials
http://purl.obolibrary.org/obo/HP_0030457,http://www.w3.org/2000/01/rdf-schema#label,Abnormal amplitude of pattern onset/offset visual evoked potentials
